,schedule_date,schedule_season,schedule_week,team,score,opponent_score,opponent_team,team_favorite_id,spread_favorite,over_under_line,margin,home_team,id
656,2012-11-11,2012,10,LAC,24.0,34.0,TB,TB,-3.0,47.0,-10.0,TB,LAC2012-11-11
654,2012-11-11,2012,10,LAR,24.0,24.0,SF,SF,-13.0,38.0,0.0,SF,LAR2012-11-11
649,2012-11-11,2012,10,MIA,3.0,37.0,TEN,MIA,-7.0,44.0,-34.0,MIA,MIA2012-11-11
650,2012-11-11,2012,10,MIN,34.0,24.0,DET,DET,-3.0,45.5,10.0,MIN,MIN2012-11-11
651,2012-11-11,2012,10,NE,37.0,31.0,BUF,NE,-13.5,54.0,6.0,NE,NE2012-11-11
652,2012-11-11,2012,10,NO,31.0,27.0,ATL,ATL,-1.5,54.0,4.0,NO,NO2012-11-11
648,2012-11-11,2012,10,NYG,13.0,31.0,CIN,NYG,-4.5,47.5,-18.0,CIN,NYG2012-11-11
655,2012-11-11,2012,10,NYJ,7.0,28.0,SEA,SEA,-5.5,38.5,-21.0,SEA,NYJ2012-11-11
645,2012-11-11,2012,10,OAK,20.0,55.0,BAL,BAL,-7.5,47.5,-35.0,BAL,OAK2012-11-11
653,2012-11-11,2012,10,PHI,23.0,38.0,DAL,DAL,-2.5,44.5,-15.0,PHI,PHI2012-11-11
655,2012-11-11,2012,10,SEA,28.0,7.0,NYJ,SEA,-5.5,38.5,21.0,SEA,SEA2012-11-11
654,2012-11-11,2012,10,SF,24.0,24.0,LAR,SF,-13.0,38.0,0.0,SF,SF2012-11-11
656,2012-11-11,2012,10,TB,34.0,24.0,LAC,TB,-3.0,47.0,10.0,TB,TB2012-11-11
649,2012-11-11,2012,10,TEN,37.0,3.0,MIA,MIA,-7.0,44.0,34.0,MIA,TEN2012-11-11
657,2012-11-12,2012,10,KC,13.0,16.0,PIT,PIT,-13.0,40.0,-3.0,PIT,KC2012-11-12
657,2012-11-12,2012,10,PIT,16.0,13.0,KC,PIT,-13.0,40.0,3.0,PIT,PIT2012-11-12
658,2012-11-15,2012,11,BUF,19.0,14.0,MIA,BUF,-2.5,46.0,5.0,BUF,BUF2012-11-15
658,2012-11-15,2012,11,MIA,14.0,19.0,BUF,BUF,-2.5,46.0,-5.0,BUF,MIA2012-11-15
659,2012-11-18,2012,11,ARI,19.0,23.0,ATL,ATL,-9.5,44.0,-4.0,ATL,ARI2012-11-18
659,2012-11-18,2012,11,ATL,23.0,19.0,ARI,ATL,-9.5,44.0,4.0,ATL,ATL2012-11-18
668,2012-11-18,2012,11,BAL,13.0,10.0,PIT,BAL,-3.0,40.5,3.0,PIT,BAL2012-11-18
660,2012-11-18,2012,11,CAR,21.0,27.0,TB,TB,-1.5,47.0,-6.0,CAR,CAR2012-11-18
665,2012-11-18,2012,11,CIN,28.0,6.0,KC,CIN,-3.0,42.5,22.0,KC,CIN2012-11-18
661,2012-11-18,2012,11,CLE,20.0,23.0,DAL,DAL,-7.0,43.5,-3.0,DAL,CLE2012-11-18
661,2012-11-18,2012,11,DAL,23.0,20.0,CLE,DAL,-7.0,43.5,3.0,DAL,DAL2012-11-18
662,2012-11-18,2012,11,DEN,30.0,23.0,LAC,DEN,-7.5,48.0,7.0,DEN,DEN2012-11-18
663,2012-11-18,2012,11,DET,20.0,24.0,GB,GB,-3.0,53.5,-4.0,DET,DET2012-11-18
663,2012-11-18,2012,11,GB,24.0,20.0,DET,GB,-3.0,53.5,4.0,DET,GB2012-11-18
664,2012-11-18,2012,11,HOU,43.0,37.0,JAX,HOU,-15.5,40.5,6.0,HOU,HOU2012-11-18
666,2012-11-18,2012,11,IND,24.0,59.0,NE,NE,-10.0,55.0,-35.0,NE,IND2012-11-18
664,2012-11-18,2012,11,JAX,37.0,43.0,HOU,HOU,-15.5,40.5,-6.0,HOU,JAX2012-11-18
665,2012-11-18,2012,11,KC,6.0,28.0,CIN,CIN,-3.0,42.5,-22.0,KC,KC2012-11-18
662,2012-11-18,2012,11,LAC,23.0,30.0,DEN,DEN,-7.5,48.0,-7.0,DEN,LAC2012-11-18
669,2012-11-18,2012,11,LAR,13.0,27.0,NYJ,LAR,-3.5,38.5,-14.0,LAR,LAR2012-11-18
666,2012-11-18,2012,11,NE,59.0,24.0,IND,NE,-10.0,55.0,35.0,NE,NE2012-11-18
667,2012-11-18,2012,11,NO,38.0,17.0,OAK,NO,-6.5,56.0,21.0,OAK,NO2012-11-18
669,2012-11-18,2012,11,NYJ,27.0,13.0,LAR,LAR,-3.5,38.5,14.0,LAR,NYJ2012-11-18
667,2012-11-18,2012,11,OAK,17.0,38.0,NO,NO,-6.5,56.0,-21.0,OAK,OAK2012-11-18
670,2012-11-18,2012,11,PHI,6.0,31.0,WAS,WAS,-3.5,46.0,-25.0,WAS,PHI2012-11-18
668,2012-11-18,2012,11,PIT,10.0,13.0,BAL,BAL,-3.0,40.5,-3.0,PIT,PIT2012-11-18
660,2012-11-18,2012,11,TB,27.0,21.0,CAR,TB,-1.5,47.0,6.0,CAR,TB2012-11-18
670,2012-11-18,2012,11,WAS,31.0,6.0,PHI,WAS,-3.5,46.0,25.0,WAS,WAS2012-11-18
671,2012-11-19,2012,11,CHI,7.0,32.0,SF,SF,-5.0,35.0,-25.0,SF,CHI2012-11-19
671,2012-11-19,2012,11,SF,32.0,7.0,CHI,SF,-5.0,35.0,25.0,SF,SF2012-11-19
672,2012-11-22,2012,12,DAL,31.0,38.0,WAS,DAL,-3.5,47.5,-7.0,DAL,DAL2012-11-22
673,2012-11-22,2012,12,DET,31.0,34.0,HOU,HOU,-4.0,49.0,-3.0,DET,DET2012-11-22
673,2012-11-22,2012,12,HOU,34.0,31.0,DET,HOU,-4.0,49.0,3.0,DET,HOU2012-11-22
674,2012-11-22,2012,12,NE,49.0,19.0,NYJ,NE,-7.0,48.5,30.0,NYJ,NE2012-11-22
674,2012-11-22,2012,12,NYJ,19.0,49.0,NE,NE,-7.0,48.5,-30.0,NYJ,NYJ2012-11-22
672,2012-11-22,2012,12,WAS,38.0,31.0,DAL,DAL,-3.5,47.5,7.0,DAL,WAS2012-11-22
675,2012-11-25,2012,12,ARI,17.0,31.0,LAR,ARI,-1.0,36.5,-14.0,ARI,ARI2012-11-25
686,2012-11-25,2012,12,ATL,24.0,23.0,TB,ATL,-1.5,51.5,1.0,TB,ATL2012-11-25
685,2012-11-25,2012,12,BAL,16.0,13.0,LAC,BAL,-1.0,47.0,3.0,LAC,BAL2012-11-25
679,2012-11-25,2012,12,BUF,13.0,20.0,IND,IND,-3.0,51.5,-7.0,IND,BUF2012-11-25
676,2012-11-25,2012,12,CHI,28.0,10.0,MIN,CHI,-6.5,39.0,18.0,CHI,CHI2012-11-25
677,2012-11-25,2012,12,CIN,34.0,10.0,OAK,CIN,-8.0,51.0,24.0,CIN,CIN2012-11-25
678,2012-11-25,2012,12,CLE,20.0,14.0,PIT,PIT,-2.0,33.5,6.0,CLE,CLE2012-11-25
681,2012-11-25,2012,12,DEN,17.0,9.0,KC,DEN,-10.5,42.5,8.0,KC,DEN2012-11-25
684,2012-11-25,2012,12,GB,10.0,38.0,NYG,NYG,-2.5,51.5,-28.0,NYG,GB2012-11-25
679,2012-11-25,2012,12,IND,20.0,13.0,BUF,IND,-3.0,51.5,7.0,IND,IND2012-11-25
680,2012-11-25,2012,12,JAX,24.0,19.0,TEN,TEN,-3.5,45.0,5.0,JAX,JAX2012-11-25
681,2012-11-25,2012,12,KC,9.0,17.0,DEN,DEN,-10.5,42.5,-8.0,KC,KC2012-11-25
685,2012-11-25,2012,12,LAC,13.0,16.0,BAL,BAL,-1.0,47.0,-3.0,LAC,LAC2012-11-25
675,2012-11-25,2012,12,LAR,31.0,17.0,ARI,ARI,-1.0,36.5,14.0,ARI,LAR2012-11-25
682,2012-11-25,2012,12,MIA,24.0,21.0,SEA,SEA,-3.0,38.0,3.0,MIA,MIA2012-11-25
676,2012-11-25,2012,12,MIN,10.0,28.0,CHI,CHI,-6.5,39.0,-18.0,CHI,MIN2012-11-25
683,2012-11-25,2012,12,NO,21.0,31.0,SF,SF,-1.5,50.0,-10.0,NO,NO2012-11-25
684,2012-11-25,2012,12,NYG,38.0,10.0,GB,NYG,-2.5,51.5,28.0,NYG,NYG2012-11-25
677,2012-11-25,2012,12,OAK,10.0,34.0,CIN,CIN,-8.0,51.0,-24.0,CIN,OAK2012-11-25
678,2012-11-25,2012,12,PIT,14.0,20.0,CLE,PIT,-2.0,33.5,-6.0,CLE,PIT2012-11-25
682,2012-11-25,2012,12,SEA,21.0,24.0,MIA,SEA,-3.0,38.0,-3.0,MIA,SEA2012-11-25
683,2012-11-25,2012,12,SF,31.0,21.0,NO,SF,-1.5,50.0,10.0,NO,SF2012-11-25
686,2012-11-25,2012,12,TB,23.0,24.0,ATL,ATL,-1.5,51.5,-1.0,TB,TB2012-11-25
680,2012-11-25,2012,12,TEN,19.0,24.0,JAX,TEN,-3.5,45.0,-5.0,JAX,TEN2012-11-25
687,2012-11-26,2012,12,CAR,30.0,22.0,PHI,CAR,-3.0,42.0,8.0,PHI,CAR2012-11-26
687,2012-11-26,2012,12,PHI,22.0,30.0,CAR,CAR,-3.0,42.0,-8.0,PHI,PHI2012-11-26
688,2012-11-29,2012,13,ATL,23.0,13.0,NO,ATL,-3.5,55.0,10.0,ATL,ATL2012-11-29
688,2012-11-29,2012,13,NO,13.0,23.0,ATL,ATL,-3.5,55.0,-10.0,ATL,NO2012-11-29
698,2012-12-02,2012,13,ARI,6.0,7.0,NYJ,NYJ,-6.0,36.5,-1.0,NYJ,ARI2012-12-02
689,2012-12-02,2012,13,BAL,20.0,23.0,PIT,BAL,-7.5,36.5,-3.0,BAL,BAL2012-12-02
690,2012-12-02,2012,13,BUF,34.0,18.0,JAX,BUF,-6.0,42.0,16.0,BUF,BUF2012-12-02
696,2012-12-02,2012,13,CAR,21.0,27.0,KC,CAR,-6.0,41.0,-6.0,KC,CAR2012-12-02
691,2012-12-02,2012,13,CHI,17.0,23.0,SEA,CHI,-3.5,37.0,-6.0,CHI,CHI2012-12-02
700,2012-12-02,2012,13,CIN,20.0,13.0,LAC,CIN,-2.5,46.0,7.0,LAC,CIN2012-12-02
699,2012-12-02,2012,13,CLE,20.0,17.0,OAK,CLE,-2.5,39.5,3.0,OAK,CLE2012-12-02
692,2012-12-02,2012,13,DAL,38.0,33.0,PHI,DAL,-10.5,44.0,5.0,DAL,DAL2012-12-02
693,2012-12-02,2012,13,DEN,31.0,23.0,TB,DEN,-7.5,50.0,8.0,DEN,DEN2012-12-02
694,2012-12-02,2012,13,DET,33.0,35.0,IND,DET,-7.0,51.0,-2.0,DET,DET2012-12-02
695,2012-12-02,2012,13,GB,23.0,14.0,MIN,GB,-7.5,47.0,9.0,GB,GB2012-12-02
702,2012-12-02,2012,13,HOU,24.0,10.0,TEN,HOU,-7.0,47.0,14.0,TEN,HOU2012-12-02
694,2012-12-02,2012,13,IND,35.0,33.0,DET,DET,-7.0,51.0,2.0,DET,IND2012-12-02
690,2012-12-02,2012,13,JAX,18.0,34.0,BUF,BUF,-6.0,42.0,-16.0,BUF,JAX2012-12-02
696,2012-12-02,2012,13,KC,27.0,21.0,CAR,CAR,-6.0,41.0,6.0,KC,KC2012-12-02
700,2012-12-02,2012,13,LAC,13.0,20.0,CIN,CIN,-2.5,46.0,-7.0,LAC,LAC2012-12-02
701,2012-12-02,2012,13,LAR,16.0,13.0,SF,SF,-8.0,41.0,3.0,LAR,LAR2012-12-02
697,2012-12-02,2012,13,MIA,16.0,23.0,NE,NE,-9.0,51.5,-7.0,MIA,MIA2012-12-02
695,2012-12-02,2012,13,MIN,14.0,23.0,GB,GB,-7.5,47.0,-9.0,GB,MIN2012-12-02
697,2012-12-02,2012,13,NE,23.0,16.0,MIA,NE,-9.0,51.5,7.0,MIA,NE2012-12-02
698,2012-12-02,2012,13,NYJ,7.0,6.0,ARI,NYJ,-6.0,36.5,1.0,NYJ,NYJ2012-12-02
699,2012-12-02,2012,13,OAK,17.0,20.0,CLE,CLE,-2.5,39.5,-3.0,OAK,OAK2012-12-02
692,2012-12-02,2012,13,PHI,33.0,38.0,DAL,DAL,-10.5,44.0,-5.0,DAL,PHI2012-12-02
689,2012-12-02,2012,13,PIT,23.0,20.0,BAL,BAL,-7.5,36.5,3.0,BAL,PIT2012-12-02
691,2012-12-02,2012,13,SEA,23.0,17.0,CHI,CHI,-3.5,37.0,6.0,CHI,SEA2012-12-02
701,2012-12-02,2012,13,SF,13.0,16.0,LAR,SF,-8.0,41.0,-3.0,LAR,SF2012-12-02
693,2012-12-02,2012,13,TB,23.0,31.0,DEN,DEN,-7.5,50.0,-8.0,DEN,TB2012-12-02
702,2012-12-02,2012,13,TEN,10.0,24.0,HOU,HOU,-7.0,47.0,-14.0,TEN,TEN2012-12-02
703,2012-12-03,2012,13,NYG,16.0,17.0,WAS,NYG,-3.0,50.0,-1.0,WAS,NYG2012-12-03
703,2012-12-03,2012,13,WAS,17.0,16.0,NYG,NYG,-3.0,50.0,1.0,WAS,WAS2012-12-03
704,2012-12-06,2012,14,DEN,26.0,13.0,OAK,DEN,-10.5,47.0,13.0,OAK,DEN2012-12-06
704,2012-12-06,2012,14,OAK,13.0,26.0,DEN,DEN,-10.5,47.0,-13.0,OAK,OAK2012-12-06
716,2012-12-09,2012,14,ARI,0.0,58.0,SEA,SEA,-10.0,36.0,-58.0,SEA,ARI2012-12-09
706,2012-12-09,2012,14,ATL,20.0,30.0,CAR,ATL,-3.5,47.0,-10.0,CAR,ATL2012-12-09
718,2012-12-09,2012,14,BAL,28.0,31.0,WAS,WAS,-1.5,48.0,-3.0,WAS,BAL2012-12-09
705,2012-12-09,2012,14,BUF,12.0,15.0,LAR,BUF,-3.0,42.5,-3.0,BUF,BUF2012-12-09
706,2012-12-09,2012,14,CAR,30.0,20.0,ATL,ATL,-3.5,47.0,10.0,CAR,CAR2012-12-09
712,2012-12-09,2012,14,CHI,14.0,21.0,MIN,CHI,-1.5,40.5,-7.0,MIN,CHI2012-12-09
707,2012-12-09,2012,14,CIN,19.0,20.0,DAL,CIN,-3.5,46.0,-1.0,CIN,CIN2012-12-09
708,2012-12-09,2012,14,CLE,30.0,7.0,KC,CLE,-7.0,38.0,23.0,CLE,CLE2012-12-09
707,2012-12-09,2012,14,DAL,20.0,19.0,CIN,CIN,-3.5,46.0,1.0,CIN,DAL2012-12-09
709,2012-12-09,2012,14,DET,20.0,27.0,GB,GB,-6.5,49.0,-7.0,GB,DET2012-12-09
709,2012-12-09,2012,14,GB,27.0,20.0,DET,GB,-6.5,49.0,7.0,GB,GB2012-12-09
710,2012-12-09,2012,14,IND,27.0,23.0,TEN,IND,-4.0,47.0,4.0,IND,IND2012-12-09
711,2012-12-09,2012,14,JAX,10.0,17.0,NYJ,NYJ,-3.0,39.0,-7.0,JAX,JAX2012-12-09
708,2012-12-09,2012,14,KC,7.0,30.0,CLE,CLE,-7.0,38.0,-23.0,CLE,KC2012-12-09
714,2012-12-09,2012,14,LAC,34.0,24.0,PIT,PIT,-7.5,38.0,10.0,PIT,LAC2012-12-09
705,2012-12-09,2012,14,LAR,15.0,12.0,BUF,BUF,-3.0,42.5,3.0,BUF,LAR2012-12-09
715,2012-12-09,2012,14,MIA,13.0,27.0,SF,SF,-10.5,38.5,-14.0,SF,MIA2012-12-09
712,2012-12-09,2012,14,MIN,21.0,14.0,CHI,CHI,-1.5,40.5,7.0,MIN,MIN2012-12-09
713,2012-12-09,2012,14,NO,27.0,52.0,NYG,NYG,-4.5,51.5,-25.0,NYG,NO2012-12-09
713,2012-12-09,2012,14,NYG,52.0,27.0,NO,NYG,-4.5,51.5,25.0,NYG,NYG2012-12-09
711,2012-12-09,2012,14,NYJ,17.0,10.0,JAX,NYJ,-3.0,39.0,7.0,JAX,NYJ2012-12-09
717,2012-12-09,2012,14,PHI,23.0,21.0,TB,TB,-7.0,48.0,2.0,TB,PHI2012-12-09
714,2012-12-09,2012,14,PIT,24.0,34.0,LAC,PIT,-7.5,38.0,-10.0,PIT,PIT2012-12-09
716,2012-12-09,2012,14,SEA,58.0,0.0,ARI,SEA,-10.0,36.0,58.0,SEA,SEA2012-12-09
715,2012-12-09,2012,14,SF,27.0,13.0,MIA,SF,-10.5,38.5,14.0,SF,SF2012-12-09
717,2012-12-09,2012,14,TB,21.0,23.0,PHI,TB,-7.0,48.0,-2.0,TB,TB2012-12-09
710,2012-12-09,2012,14,TEN,23.0,27.0,IND,IND,-4.0,47.0,-4.0,IND,TEN2012-12-09
718,2012-12-09,2012,14,WAS,31.0,28.0,BAL,WAS,-1.5,48.0,3.0,WAS,WAS2012-12-09
719,2012-12-10,2012,14,HOU,14.0,42.0,NE,NE,-5.5,51.0,-28.0,NE,HOU2012-12-10
719,2012-12-10,2012,14,NE,42.0,14.0,HOU,NE,-5.5,51.0,28.0,NE,NE2012-12-10
720,2012-12-13,2012,15,CIN,34.0,13.0,PHI,CIN,-5.0,45.0,21.0,PHI,CIN2012-12-13
720,2012-12-13,2012,15,PHI,13.0,34.0,CIN,CIN,-5.0,45.0,-21.0,PHI,PHI2012-12-13
721,2012-12-16,2012,15,ARI,38.0,10.0,DET,DET,-6.5,43.5,28.0,ARI,ARI2012-12-16
722,2012-12-16,2012,15,ATL,34.0,0.0,NYG,PICK,0.0,50.0,34.0,ATL,ATL2012-12-16
723,2012-12-16,2012,15,BAL,17.0,34.0,DEN,DEN,-3.0,48.0,-17.0,BAL,BAL2012-12-16
724,2012-12-16,2012,15,BUF,17.0,50.0,SEA,SEA,-5.0,44.0,-33.0,BUF,BUF2012-12-16
733,2012-12-16,2012,15,CAR,31.0,7.0,LAC,LAC,-3.0,45.5,24.0,LAC,CAR2012-12-16
725,2012-12-16,2012,15,CHI,13.0,21.0,GB,GB,-3.0,43.5,-8.0,CHI,CHI2012-12-16
726,2012-12-16,2012,15,CLE,21.0,38.0,WAS,CLE,-4.0,40.5,-17.0,CLE,CLE2012-12-16
727,2012-12-16,2012,15,DAL,27.0,24.0,PIT,PIT,-2.5,46.0,3.0,DAL,DAL2012-12-16
723,2012-12-16,2012,15,DEN,34.0,17.0,BAL,DEN,-3.0,48.0,17.0,BAL,DEN2012-12-16
721,2012-12-16,2012,15,DET,10.0,38.0,ARI,DET,-6.5,43.5,-28.0,ARI,DET2012-12-16
725,2012-12-16,2012,15,GB,21.0,13.0,CHI,GB,-3.0,43.5,8.0,CHI,GB2012-12-16
728,2012-12-16,2012,15,HOU,29.0,17.0,IND,HOU,-10.5,48.0,12.0,HOU,HOU2012-12-16
728,2012-12-16,2012,15,IND,17.0,29.0,HOU,HOU,-10.5,48.0,-12.0,HOU,IND2012-12-16
729,2012-12-16,2012,15,JAX,3.0,24.0,MIA,MIA,-7.5,38.0,-21.0,MIA,JAX2012-12-16
732,2012-12-16,2012,15,KC,0.0,15.0,OAK,LVR,-4.5,44.0,-15.0,OAK,KC2012-12-16
733,2012-12-16,2012,15,LAC,7.0,31.0,CAR,LAC,-3.0,45.5,-24.0,LAC,LAC2012-12-16
734,2012-12-16,2012,15,LAR,22.0,36.0,MIN,LAR,-2.5,39.5,-14.0,LAR,LAR2012-12-16
729,2012-12-16,2012,15,MIA,24.0,3.0,JAX,MIA,-7.5,38.0,21.0,MIA,MIA2012-12-16
734,2012-12-16,2012,15,MIN,36.0,22.0,LAR,LAR,-2.5,39.5,14.0,LAR,MIN2012-12-16
730,2012-12-16,2012,15,NE,34.0,41.0,SF,NE,-5.0,47.5,-7.0,NE,NE2012-12-16
731,2012-12-16,2012,15,NO,41.0,0.0,TB,NO,-3.5,55.0,41.0,NO,NO2012-12-16
722,2012-12-16,2012,15,NYG,0.0,34.0,ATL,PICK,0.0,50.0,-34.0,ATL,NYG2012-12-16
732,2012-12-16,2012,15,OAK,15.0,0.0,KC,LVR,-4.5,44.0,15.0,OAK,OAK2012-12-16
727,2012-12-16,2012,15,PIT,24.0,27.0,DAL,PIT,-2.5,46.0,-3.0,DAL,PIT2012-12-16
724,2012-12-16,2012,15,SEA,50.0,17.0,BUF,SEA,-5.0,44.0,33.0,BUF,SEA2012-12-16
730,2012-12-16,2012,15,SF,41.0,34.0,NE,NE,-5.0,47.5,7.0,NE,SF2012-12-16
731,2012-12-16,2012,15,TB,0.0,41.0,NO,NO,-3.5,55.0,-41.0,NO,TB2012-12-16
726,2012-12-16,2012,15,WAS,38.0,21.0,CLE,CLE,-4.0,40.5,17.0,CLE,WAS2012-12-16
735,2012-12-17,2012,15,NYJ,10.0,14.0,TEN,TEN,-1.0,42.0,-4.0,TEN,NYJ2012-12-17
735,2012-12-17,2012,15,TEN,14.0,10.0,NYJ,TEN,-1.0,42.0,4.0,TEN,TEN2012-12-17
736,2012-12-22,2012,16,ATL,31.0,18.0,DET,ATL,-4.0,50.5,13.0,DET,ATL2012-12-22
736,2012-12-22,2012,16,DET,18.0,31.0,ATL,ATL,-4.0,50.5,-13.0,DET,DET2012-12-22
737,2012-12-23,2012,16,ARI,13.0,28.0,CHI,CHI,-7.0,36.5,-15.0,ARI,ARI2012-12-23
738,2012-12-23,2012,16,BAL,33.0,14.0,NYG,NYG,-2.5,47.0,19.0,BAL,BAL2012-12-23
746,2012-12-23,2012,16,BUF,10.0,24.0,MIA,MIA,-5.0,43.0,-14.0,MIA,BUF2012-12-23
739,2012-12-23,2012,16,CAR,17.0,6.0,OAK,CAR,-9.5,47.0,11.0,CAR,CAR2012-12-23
737,2012-12-23,2012,16,CHI,28.0,13.0,ARI,CHI,-7.0,36.5,15.0,ARI,CHI2012-12-23
749,2012-12-23,2012,16,CIN,13.0,10.0,PIT,PIT,-3.5,40.0,3.0,PIT,CIN2012-12-23
741,2012-12-23,2012,16,CLE,12.0,34.0,DEN,DEN,-11.0,44.0,-22.0,DEN,CLE2012-12-23
740,2012-12-23,2012,16,DAL,31.0,34.0,NO,DAL,-3.0,54.5,-3.0,DAL,DAL2012-12-23
741,2012-12-23,2012,16,DEN,34.0,12.0,CLE,DEN,-11.0,44.0,22.0,DEN,DEN2012-12-23
742,2012-12-23,2012,16,GB,55.0,7.0,TEN,GB,-11.0,44.5,48.0,GB,GB2012-12-23
743,2012-12-23,2012,16,HOU,6.0,23.0,MIN,HOU,-7.5,43.5,-17.0,HOU,HOU2012-12-23
745,2012-12-23,2012,16,IND,20.0,13.0,KC,IND,-6.0,41.5,7.0,KC,IND2012-12-23
744,2012-12-23,2012,16,JAX,16.0,23.0,NE,NE,-14.5,51.0,-7.0,JAX,JAX2012-12-23
745,2012-12-23,2012,16,KC,13.0,20.0,IND,IND,-6.0,41.5,-7.0,KC,KC2012-12-23
747,2012-12-23,2012,16,LAC,27.0,17.0,NYJ,NYJ,-3.0,38.0,10.0,NYJ,LAC2012-12-23
751,2012-12-23,2012,16,LAR,28.0,13.0,TB,TB,-3.0,44.0,15.0,TB,LAR2012-12-23
746,2012-12-23,2012,16,MIA,24.0,10.0,BUF,MIA,-5.0,43.0,14.0,MIA,MIA2012-12-23
743,2012-12-23,2012,16,MIN,23.0,6.0,HOU,HOU,-7.5,43.5,17.0,HOU,MIN2012-12-23
744,2012-12-23,2012,16,NE,23.0,16.0,JAX,NE,-14.5,51.0,7.0,JAX,NE2012-12-23
740,2012-12-23,2012,16,NO,34.0,31.0,DAL,DAL,-3.0,54.5,3.0,DAL,NO2012-12-23
738,2012-12-23,2012,16,NYG,14.0,33.0,BAL,NYG,-2.5,47.0,-19.0,BAL,NYG2012-12-23
747,2012-12-23,2012,16,NYJ,17.0,27.0,LAC,NYJ,-3.0,38.0,-10.0,NYJ,NYJ2012-12-23
739,2012-12-23,2012,16,OAK,6.0,17.0,CAR,CAR,-9.5,47.0,-11.0,CAR,OAK2012-12-23
748,2012-12-23,2012,16,PHI,20.0,27.0,WAS,WAS,-6.0,46.0,-7.0,PHI,PHI2012-12-23
749,2012-12-23,2012,16,PIT,10.0,13.0,CIN,PIT,-3.5,40.0,-3.0,PIT,PIT2012-12-23
750,2012-12-23,2012,16,SEA,42.0,13.0,SF,SEA,-2.0,40.5,29.0,SEA,SEA2012-12-23
750,2012-12-23,2012,16,SF,13.0,42.0,SEA,SEA,-2.0,40.5,-29.0,SEA,SF2012-12-23
751,2012-12-23,2012,16,TB,13.0,28.0,LAR,TB,-3.0,44.0,-15.0,TB,TB2012-12-23
742,2012-12-23,2012,16,TEN,7.0,55.0,GB,GB,-11.0,44.5,-48.0,GB,TEN2012-12-23
748,2012-12-23,2012,16,WAS,27.0,20.0,PHI,WAS,-6.0,46.0,7.0,PHI,WAS2012-12-23
764,2012-12-30,2012,17,ARI,13.0,27.0,SF,SF,-16.5,39.5,-14.0,SF,ARI2012-12-30
752,2012-12-30,2012,17,ATL,17.0,22.0,TB,ATL,-3.0,46.0,-5.0,ATL,ATL2012-12-30
754,2012-12-30,2012,17,BAL,17.0,23.0,CIN,CIN,-3.0,42.5,-6.0,CIN,BAL2012-12-30
753,2012-12-30,2012,17,BUF,28.0,9.0,NYJ,BUF,-3.5,41.0,19.0,BUF,BUF2012-12-30
760,2012-12-30,2012,17,CAR,44.0,38.0,NO,NO,-4.0,54.0,6.0,NO,CAR2012-12-30
756,2012-12-30,2012,17,CHI,26.0,24.0,DET,CHI,-3.0,46.0,2.0,DET,CHI2012-12-30
754,2012-12-30,2012,17,CIN,23.0,17.0,BAL,CIN,-3.0,42.5,6.0,CIN,CIN2012-12-30
762,2012-12-30,2012,17,CLE,10.0,24.0,PIT,PIT,-9.5,36.0,-14.0,PIT,CLE2012-12-30
767,2012-12-30,2012,17,DAL,18.0,28.0,WAS,WAS,-3.0,49.0,-10.0,WAS,DAL2012-12-30
755,2012-12-30,2012,17,DEN,38.0,3.0,KC,DEN,-17.0,41.5,35.0,DEN,DEN2012-12-30
756,2012-12-30,2012,17,DET,24.0,26.0,CHI,CHI,-3.0,46.0,-2.0,DET,DET2012-12-30
758,2012-12-30,2012,17,GB,34.0,37.0,MIN,GB,-3.0,46.0,-3.0,MIN,GB2012-12-30
757,2012-12-30,2012,17,HOU,16.0,28.0,IND,HOU,-6.0,47.0,-12.0,IND,HOU2012-12-30
757,2012-12-30,2012,17,IND,28.0,16.0,HOU,HOU,-6.0,47.0,12.0,IND,IND2012-12-30
766,2012-12-30,2012,17,JAX,20.0,38.0,TEN,TEN,-5.5,42.0,-18.0,TEN,JAX2012-12-30
755,2012-12-30,2012,17,KC,3.0,38.0,DEN,DEN,-17.0,41.5,-35.0,DEN,KC2012-12-30
763,2012-12-30,2012,17,LAC,24.0,21.0,OAK,LAC,-8.0,41.5,3.0,LAC,LAC2012-12-30
765,2012-12-30,2012,17,LAR,13.0,20.0,SEA,SEA,-12.0,42.5,-7.0,SEA,LAR2012-12-30
759,2012-12-30,2012,17,MIA,0.0,28.0,NE,NE,-10.0,46.5,-28.0,NE,MIA2012-12-30
758,2012-12-30,2012,17,MIN,37.0,34.0,GB,GB,-3.0,46.0,3.0,MIN,MIN2012-12-30
759,2012-12-30,2012,17,NE,28.0,0.0,MIA,NE,-10.0,46.5,28.0,NE,NE2012-12-30
760,2012-12-30,2012,17,NO,38.0,44.0,CAR,NO,-4.0,54.0,-6.0,NO,NO2012-12-30
761,2012-12-30,2012,17,NYG,42.0,7.0,PHI,NYG,-6.5,44.5,35.0,NYG,NYG2012-12-30
753,2012-12-30,2012,17,NYJ,9.0,28.0,BUF,BUF,-3.5,41.0,-19.0,BUF,NYJ2012-12-30
763,2012-12-30,2012,17,OAK,21.0,24.0,LAC,LAC,-8.0,41.5,-3.0,LAC,OAK2012-12-30
761,2012-12-30,2012,17,PHI,7.0,42.0,NYG,NYG,-6.5,44.5,-35.0,NYG,PHI2012-12-30
