,schedule_date,schedule_season,schedule_week,team,score,opponent_score,opponent_team,team_favorite_id,spread_favorite,over_under_line,margin,home_team,id
539,2012-09-16,2012,2,LAC,38.0,10.0,TEN,LAC,-6.0,43.5,28.0,LAC,LAC2012-09-16
542,2012-09-16,2012,2,LAR,31.0,28.0,WAS,WAS,-3.5,42.5,3.0,LAR,LAR2012-09-16
534,2012-09-16,2012,2,MIA,35.0,13.0,OAK,LVR,-2.0,41.0,22.0,MIA,MIA2012-09-16
532,2012-09-16,2012,2,MIN,20.0,23.0,IND,MIN,-3.0,45.5,-3.0,IND,MIN2012-09-16
535,2012-09-16,2012,2,NE,18.0,20.0,ARI,NE,-13.5,47.0,-2.0,NE,NE2012-09-16
530,2012-09-16,2012,2,NO,27.0,35.0,CAR,NO,-3.0,54.0,-8.0,CAR,NO2012-09-16
536,2012-09-16,2012,2,NYG,41.0,34.0,TB,NYG,-8.0,43.5,7.0,NYG,NYG2012-09-16
538,2012-09-16,2012,2,NYJ,10.0,27.0,PIT,PIT,-4.5,43.0,-17.0,PIT,NYJ2012-09-16
534,2012-09-16,2012,2,OAK,13.0,35.0,MIA,LVR,-2.0,41.0,-22.0,MIA,OAK2012-09-16
537,2012-09-16,2012,2,PHI,24.0,23.0,BAL,PHI,-3.0,47.0,1.0,PHI,PHI2012-09-16
538,2012-09-16,2012,2,PIT,27.0,10.0,NYJ,PIT,-4.5,43.0,17.0,PIT,PIT2012-09-16
541,2012-09-16,2012,2,SEA,27.0,7.0,DAL,DAL,-3.0,43.0,20.0,SEA,SEA2012-09-16
540,2012-09-16,2012,2,SF,27.0,19.0,DET,SF,-7.0,46.0,8.0,SF,SF2012-09-16
536,2012-09-16,2012,2,TB,34.0,41.0,NYG,NYG,-8.0,43.5,-7.0,NYG,TB2012-09-16
539,2012-09-16,2012,2,TEN,10.0,38.0,LAC,LAC,-6.0,43.5,-28.0,LAC,TEN2012-09-16
542,2012-09-16,2012,2,WAS,28.0,31.0,LAR,WAS,-3.5,42.5,-3.0,LAR,WAS2012-09-16
543,2012-09-17,2012,2,ATL,27.0,21.0,DEN,ATL,-3.0,50.5,6.0,ATL,ATL2012-09-17
543,2012-09-17,2012,2,DEN,21.0,27.0,ATL,ATL,-3.0,50.5,-6.0,ATL,DEN2012-09-17
544,2012-09-20,2012,3,CAR,7.0,36.0,NYG,CAR,-3.0,49.0,-29.0,CAR,CAR2012-09-20
544,2012-09-20,2012,3,NYG,36.0,7.0,CAR,CAR,-3.0,49.0,29.0,CAR,NYG2012-09-20
545,2012-09-23,2012,3,ARI,27.0,6.0,PHI,PHI,-3.0,42.0,21.0,ARI,ARI2012-09-23
556,2012-09-23,2012,3,ATL,27.0,3.0,LAC,LAC,-3.0,47.5,24.0,LAC,ATL2012-09-23
546,2012-09-23,2012,3,BAL,31.0,30.0,NE,BAL,-3.0,48.0,1.0,BAL,BAL2012-09-23
548,2012-09-23,2012,3,BUF,24.0,14.0,CLE,BUF,-3.0,45.0,10.0,CLE,BUF2012-09-23
547,2012-09-23,2012,3,CHI,23.0,6.0,LAR,CHI,-7.0,42.0,17.0,CHI,CHI2012-09-23
558,2012-09-23,2012,3,CIN,38.0,31.0,WAS,WAS,-3.0,49.5,7.0,WAS,CIN2012-09-23
548,2012-09-23,2012,3,CLE,14.0,24.0,BUF,BUF,-3.0,45.0,-10.0,CLE,CLE2012-09-23
549,2012-09-23,2012,3,DAL,16.0,10.0,TB,DAL,-7.0,45.5,6.0,DAL,DAL2012-09-23
550,2012-09-23,2012,3,DEN,25.0,31.0,HOU,HOU,-1.5,43.5,-6.0,DEN,DEN2012-09-23
557,2012-09-23,2012,3,DET,41.0,44.0,TEN,DET,-4.0,47.0,-3.0,TEN,DET2012-09-23
550,2012-09-23,2012,3,HOU,31.0,25.0,DEN,HOU,-1.5,43.5,6.0,DEN,HOU2012-09-23
551,2012-09-23,2012,3,IND,17.0,22.0,JAX,IND,-3.0,42.0,-5.0,IND,IND2012-09-23
551,2012-09-23,2012,3,JAX,22.0,17.0,IND,IND,-3.0,42.0,5.0,IND,JAX2012-09-23
554,2012-09-23,2012,3,KC,27.0,24.0,NO,NO,-8.5,51.5,3.0,NO,KC2012-09-23
556,2012-09-23,2012,3,LAC,3.0,27.0,ATL,LAC,-3.0,47.5,-24.0,LAC,LAC2012-09-23
547,2012-09-23,2012,3,LAR,6.0,23.0,CHI,CHI,-7.0,42.0,-17.0,CHI,LAR2012-09-23
552,2012-09-23,2012,3,MIA,20.0,23.0,NYJ,NYJ,-3.0,40.5,-3.0,MIA,MIA2012-09-23
553,2012-09-23,2012,3,MIN,24.0,13.0,SF,SF,-7.0,42.5,11.0,MIN,MIN2012-09-23
546,2012-09-23,2012,3,NE,30.0,31.0,BAL,BAL,-3.0,48.0,-1.0,BAL,NE2012-09-23
554,2012-09-23,2012,3,NO,24.0,27.0,KC,NO,-8.5,51.5,-3.0,NO,NO2012-09-23
552,2012-09-23,2012,3,NYJ,23.0,20.0,MIA,NYJ,-3.0,40.5,3.0,MIA,NYJ2012-09-23
555,2012-09-23,2012,3,OAK,34.0,31.0,PIT,PIT,-4.0,45.0,3.0,OAK,OAK2012-09-23
545,2012-09-23,2012,3,PHI,6.0,27.0,ARI,PHI,-3.0,42.0,-21.0,ARI,PHI2012-09-23
555,2012-09-23,2012,3,PIT,31.0,34.0,OAK,PIT,-4.0,45.0,-3.0,OAK,PIT2012-09-23
553,2012-09-23,2012,3,SF,13.0,24.0,MIN,SF,-7.0,42.5,-11.0,MIN,SF2012-09-23
549,2012-09-23,2012,3,TB,10.0,16.0,DAL,DAL,-7.0,45.5,-6.0,DAL,TB2012-09-23
557,2012-09-23,2012,3,TEN,44.0,41.0,DET,DET,-4.0,47.0,3.0,TEN,TEN2012-09-23
558,2012-09-23,2012,3,WAS,31.0,38.0,CIN,WAS,-3.0,49.5,-7.0,WAS,WAS2012-09-23
559,2012-09-24,2012,3,GB,12.0,14.0,SEA,GB,-3.5,45.5,-2.0,SEA,GB2012-09-24
559,2012-09-24,2012,3,SEA,14.0,12.0,GB,GB,-3.5,45.5,2.0,SEA,SEA2012-09-24
560,2012-09-27,2012,4,BAL,23.0,16.0,CLE,BAL,-11.5,43.5,7.0,BAL,BAL2012-09-27
560,2012-09-27,2012,4,CLE,16.0,23.0,BAL,BAL,-11.5,43.5,-7.0,BAL,CLE2012-09-27
561,2012-09-30,2012,4,ARI,24.0,21.0,MIA,ARI,-4.0,39.5,3.0,ARI,ARI2012-09-30
562,2012-09-30,2012,4,ATL,30.0,28.0,CAR,ATL,-7.0,48.0,2.0,ATL,ATL2012-09-30
563,2012-09-30,2012,4,BUF,28.0,52.0,NE,NE,-4.5,48.5,-24.0,BUF,BUF2012-09-30
562,2012-09-30,2012,4,CAR,28.0,30.0,ATL,ATL,-7.0,48.0,-2.0,ATL,CAR2012-09-30
568,2012-09-30,2012,4,CIN,27.0,10.0,JAX,JAX,-1.5,45.5,17.0,JAX,CIN2012-09-30
564,2012-09-30,2012,4,DEN,37.0,6.0,OAK,DEN,-6.5,47.0,31.0,DEN,DEN2012-09-30
565,2012-09-30,2012,4,DET,13.0,20.0,MIN,DET,-4.0,48.5,-7.0,DET,DET2012-09-30
566,2012-09-30,2012,4,GB,28.0,27.0,NO,GB,-7.5,54.0,1.0,GB,GB2012-09-30
567,2012-09-30,2012,4,HOU,38.0,14.0,TEN,HOU,-13.5,45.0,24.0,HOU,HOU2012-09-30
568,2012-09-30,2012,4,JAX,10.0,27.0,CIN,JAX,-1.5,45.5,-17.0,JAX,JAX2012-09-30
569,2012-09-30,2012,4,KC,20.0,37.0,LAC,LAC,-2.5,43.5,-17.0,KC,KC2012-09-30
569,2012-09-30,2012,4,LAC,37.0,20.0,KC,LAC,-2.5,43.5,17.0,KC,LAC2012-09-30
572,2012-09-30,2012,4,LAR,19.0,13.0,SEA,SEA,-2.5,39.0,6.0,LAR,LAR2012-09-30
561,2012-09-30,2012,4,MIA,21.0,24.0,ARI,ARI,-4.0,39.5,-3.0,ARI,MIA2012-09-30
565,2012-09-30,2012,4,MIN,20.0,13.0,DET,DET,-4.0,48.5,7.0,DET,MIN2012-09-30
563,2012-09-30,2012,4,NE,52.0,28.0,BUF,NE,-4.5,48.5,24.0,BUF,NE2012-09-30
566,2012-09-30,2012,4,NO,27.0,28.0,GB,GB,-7.5,54.0,-1.0,GB,NO2012-09-30
571,2012-09-30,2012,4,NYG,17.0,19.0,PHI,PHI,-1.5,46.5,-2.0,PHI,NYG2012-09-30
570,2012-09-30,2012,4,NYJ,0.0,34.0,SF,SF,-4.0,41.0,-34.0,NYJ,NYJ2012-09-30
564,2012-09-30,2012,4,OAK,6.0,37.0,DEN,DEN,-6.5,47.0,-31.0,DEN,OAK2012-09-30
571,2012-09-30,2012,4,PHI,19.0,17.0,NYG,PHI,-1.5,46.5,2.0,PHI,PHI2012-09-30
572,2012-09-30,2012,4,SEA,13.0,19.0,LAR,SEA,-2.5,39.0,-6.0,LAR,SEA2012-09-30
570,2012-09-30,2012,4,SF,34.0,0.0,NYJ,SF,-4.0,41.0,34.0,NYJ,SF2012-09-30
573,2012-09-30,2012,4,TB,22.0,24.0,WAS,TB,-2.0,45.0,-2.0,TB,TB2012-09-30
567,2012-09-30,2012,4,TEN,14.0,38.0,HOU,HOU,-13.5,45.0,-24.0,HOU,TEN2012-09-30
573,2012-09-30,2012,4,WAS,24.0,22.0,TB,TB,-2.0,45.0,2.0,TB,WAS2012-09-30
574,2012-10-01,2012,4,CHI,34.0,18.0,DAL,DAL,-3.0,41.5,16.0,DAL,CHI2012-10-01
574,2012-10-01,2012,4,DAL,18.0,34.0,CHI,DAL,-3.0,41.5,-16.0,DAL,DAL2012-10-01
575,2012-10-04,2012,5,ARI,3.0,17.0,LAR,ARI,-1.5,38.0,-14.0,LAR,ARI2012-10-04
575,2012-10-04,2012,5,LAR,17.0,3.0,ARI,ARI,-1.5,38.0,14.0,LAR,LAR2012-10-04
587,2012-10-07,2012,5,ATL,24.0,17.0,WAS,ATL,-3.0,51.0,7.0,WAS,ATL2012-10-07
580,2012-10-07,2012,5,BAL,9.0,6.0,KC,BAL,-6.5,47.0,3.0,KC,BAL2012-10-07
586,2012-10-07,2012,5,BUF,3.0,45.0,SF,SF,-10.0,45.0,-42.0,SF,BUF2012-10-07
576,2012-10-07,2012,5,CAR,12.0,16.0,SEA,CAR,-2.0,42.0,-4.0,CAR,CAR2012-10-07
579,2012-10-07,2012,5,CHI,41.0,3.0,JAX,CHI,-6.5,40.0,38.0,JAX,CHI2012-10-07
577,2012-10-07,2012,5,CIN,13.0,17.0,MIA,CIN,-3.0,45.0,-4.0,CIN,CIN2012-10-07
584,2012-10-07,2012,5,CLE,27.0,41.0,NYG,NYG,-8.0,44.0,-14.0,NYG,CLE2012-10-07
582,2012-10-07,2012,5,DEN,21.0,31.0,NE,NE,-6.0,51.5,-10.0,NE,DEN2012-10-07
578,2012-10-07,2012,5,GB,27.0,30.0,IND,GB,-6.5,49.0,-3.0,IND,GB2012-10-07
578,2012-10-07,2012,5,IND,30.0,27.0,GB,GB,-6.5,49.0,3.0,IND,IND2012-10-07
579,2012-10-07,2012,5,JAX,3.0,41.0,CHI,CHI,-6.5,40.0,-38.0,JAX,JAX2012-10-07
580,2012-10-07,2012,5,KC,6.0,9.0,BAL,BAL,-6.5,47.0,-3.0,KC,KC2012-10-07
583,2012-10-07,2012,5,LAC,24.0,31.0,NO,NO,-3.5,52.5,-7.0,NO,LAC2012-10-07
577,2012-10-07,2012,5,MIA,17.0,13.0,CIN,CIN,-3.0,45.0,4.0,CIN,MIA2012-10-07
581,2012-10-07,2012,5,MIN,30.0,7.0,TEN,MIN,-6.0,44.0,23.0,MIN,MIN2012-10-07
582,2012-10-07,2012,5,NE,31.0,21.0,DEN,NE,-6.0,51.5,10.0,NE,NE2012-10-07
583,2012-10-07,2012,5,NO,31.0,24.0,LAC,NO,-3.5,52.5,7.0,NO,NO2012-10-07
584,2012-10-07,2012,5,NYG,41.0,27.0,CLE,NYG,-8.0,44.0,14.0,NYG,NYG2012-10-07
585,2012-10-07,2012,5,PHI,14.0,16.0,PIT,PIT,-4.0,44.0,-2.0,PIT,PHI2012-10-07
585,2012-10-07,2012,5,PIT,16.0,14.0,PHI,PIT,-4.0,44.0,2.0,PIT,PIT2012-10-07
576,2012-10-07,2012,5,SEA,16.0,12.0,CAR,CAR,-2.0,42.0,4.0,CAR,SEA2012-10-07
586,2012-10-07,2012,5,SF,45.0,3.0,BUF,SF,-10.0,45.0,42.0,SF,SF2012-10-07
581,2012-10-07,2012,5,TEN,7.0,30.0,MIN,MIN,-6.0,44.0,-23.0,MIN,TEN2012-10-07
587,2012-10-07,2012,5,WAS,17.0,24.0,ATL,ATL,-3.0,51.0,-7.0,WAS,WAS2012-10-07
588,2012-10-08,2012,5,HOU,23.0,17.0,NYJ,HOU,-10.0,41.0,6.0,NYJ,HOU2012-10-08
588,2012-10-08,2012,5,NYJ,17.0,23.0,HOU,HOU,-10.0,41.0,-6.0,NYJ,NYJ2012-10-08
589,2012-10-11,2012,6,PIT,23.0,26.0,TEN,PIT,-6.5,43.0,-3.0,TEN,PIT2012-10-11
589,2012-10-11,2012,6,TEN,26.0,23.0,PIT,PIT,-6.5,43.0,3.0,TEN,TEN2012-10-11
590,2012-10-14,2012,6,ARI,16.0,19.0,BUF,ARI,-5.0,44.0,-3.0,ARI,ARI2012-10-14
591,2012-10-14,2012,6,ATL,23.0,20.0,OAK,ATL,-10.0,49.0,3.0,ATL,ATL2012-10-14
592,2012-10-14,2012,6,BAL,31.0,29.0,DAL,BAL,-3.0,45.0,2.0,BAL,BAL2012-10-14
590,2012-10-14,2012,6,BUF,19.0,16.0,ARI,ARI,-5.0,44.0,3.0,ARI,BUF2012-10-14
593,2012-10-14,2012,6,CIN,24.0,34.0,CLE,CIN,-2.0,42.0,-10.0,CLE,CIN2012-10-14
593,2012-10-14,2012,6,CLE,34.0,24.0,CIN,CIN,-2.0,42.0,10.0,CLE,CLE2012-10-14
592,2012-10-14,2012,6,DAL,29.0,31.0,BAL,BAL,-3.0,45.0,-2.0,BAL,DAL2012-10-14
597,2012-10-14,2012,6,DET,26.0,23.0,PHI,PHI,-3.5,47.5,3.0,PHI,DET2012-10-14
594,2012-10-14,2012,6,GB,42.0,24.0,HOU,HOU,-4.0,46.5,18.0,HOU,GB2012-10-14
594,2012-10-14,2012,6,HOU,24.0,42.0,GB,HOU,-4.0,46.5,-18.0,HOU,HOU2012-10-14
596,2012-10-14,2012,6,IND,9.0,35.0,NYJ,NYJ,-3.0,44.0,-26.0,NYJ,IND2012-10-14
600,2012-10-14,2012,6,KC,10.0,38.0,TB,TB,-5.0,39.5,-28.0,TB,KC2012-10-14
595,2012-10-14,2012,6,LAR,14.0,17.0,MIA,MIA,-5.0,38.0,-3.0,MIA,LAR2012-10-14
595,2012-10-14,2012,6,MIA,17.0,14.0,LAR,MIA,-5.0,38.0,3.0,MIA,MIA2012-10-14
601,2012-10-14,2012,6,MIN,26.0,38.0,WAS,MIN,-2.0,44.0,-12.0,WAS,MIN2012-10-14
599,2012-10-14,2012,6,NE,23.0,24.0,SEA,NE,-4.0,42.5,-1.0,SEA,NE2012-10-14
598,2012-10-14,2012,6,NYG,26.0,3.0,SF,SF,-7.0,46.5,23.0,SF,NYG2012-10-14
596,2012-10-14,2012,6,NYJ,35.0,9.0,IND,NYJ,-3.0,44.0,26.0,NYJ,NYJ2012-10-14
591,2012-10-14,2012,6,OAK,20.0,23.0,ATL,ATL,-10.0,49.0,-3.0,ATL,OAK2012-10-14
597,2012-10-14,2012,6,PHI,23.0,26.0,DET,PHI,-3.5,47.5,-3.0,PHI,PHI2012-10-14
599,2012-10-14,2012,6,SEA,24.0,23.0,NE,NE,-4.0,42.5,1.0,SEA,SEA2012-10-14
598,2012-10-14,2012,6,SF,3.0,26.0,NYG,SF,-7.0,46.5,-23.0,SF,SF2012-10-14
600,2012-10-14,2012,6,TB,38.0,10.0,KC,TB,-5.0,39.5,28.0,TB,TB2012-10-14
601,2012-10-14,2012,6,WAS,38.0,26.0,MIN,MIN,-2.0,44.0,12.0,WAS,WAS2012-10-14
602,2012-10-15,2012,6,DEN,35.0,24.0,LAC,PICK,0.0,47.5,11.0,LAC,DEN2012-10-15
602,2012-10-15,2012,6,LAC,24.0,35.0,DEN,PICK,0.0,47.5,-11.0,LAC,LAC2012-10-15
603,2012-10-18,2012,7,SEA,6.0,13.0,SF,SF,-7.5,37.5,-7.0,SF,SEA2012-10-18
603,2012-10-18,2012,7,SF,13.0,6.0,SEA,SF,-7.5,37.5,7.0,SF,SF2012-10-18
609,2012-10-21,2012,7,ARI,14.0,21.0,MIN,MIN,-6.5,39.5,-7.0,MIN,ARI2012-10-21
607,2012-10-21,2012,7,BAL,13.0,43.0,HOU,HOU,-6.5,47.5,-30.0,HOU,BAL2012-10-21
604,2012-10-21,2012,7,BUF,34.0,35.0,TEN,BUF,-4.5,46.5,-1.0,BUF,BUF2012-10-21
605,2012-10-21,2012,7,CAR,14.0,19.0,DAL,DAL,-2.5,45.0,-5.0,CAR,CAR2012-10-21
606,2012-10-21,2012,7,CIN,17.0,24.0,PIT,CIN,-1.0,45.5,-7.0,CIN,CIN2012-10-21
608,2012-10-21,2012,7,CLE,13.0,17.0,IND,IND,-1.0,46.5,-4.0,IND,CLE2012-10-21
605,2012-10-21,2012,7,DAL,19.0,14.0,CAR,DAL,-2.5,45.0,5.0,CAR,DAL2012-10-21
613,2012-10-21,2012,7,GB,30.0,20.0,LAR,GB,-5.0,45.0,10.0,LAR,GB2012-10-21
607,2012-10-21,2012,7,HOU,43.0,13.0,BAL,HOU,-6.5,47.5,30.0,HOU,HOU2012-10-21
608,2012-10-21,2012,7,IND,17.0,13.0,CLE,IND,-1.0,46.5,4.0,IND,IND2012-10-21
612,2012-10-21,2012,7,JAX,23.0,26.0,OAK,LVR,-6.0,44.0,-3.0,OAK,JAX2012-10-21
613,2012-10-21,2012,7,LAR,20.0,30.0,GB,GB,-5.0,45.0,-10.0,LAR,LAR2012-10-21
609,2012-10-21,2012,7,MIN,21.0,14.0,ARI,MIN,-6.5,39.5,7.0,MIN,MIN2012-10-21
610,2012-10-21,2012,7,NE,29.0,26.0,NYJ,NE,-10.5,47.0,3.0,NE,NE2012-10-21
614,2012-10-21,2012,7,NO,35.0,28.0,TB,NO,-1.5,49.5,7.0,TB,NO2012-10-21
611,2012-10-21,2012,7,NYG,27.0,23.0,WAS,NYG,-6.5,51.5,4.0,NYG,NYG2012-10-21
610,2012-10-21,2012,7,NYJ,26.0,29.0,NE,NE,-10.5,47.0,-3.0,NE,NYJ2012-10-21
612,2012-10-21,2012,7,OAK,26.0,23.0,JAX,LVR,-6.0,44.0,3.0,OAK,OAK2012-10-21
606,2012-10-21,2012,7,PIT,24.0,17.0,CIN,CIN,-1.0,45.5,7.0,CIN,PIT2012-10-21
614,2012-10-21,2012,7,TB,28.0,35.0,NO,NO,-1.5,49.5,-7.0,TB,TB2012-10-21
604,2012-10-21,2012,7,TEN,35.0,34.0,BUF,BUF,-4.5,46.5,1.0,BUF,TEN2012-10-21
611,2012-10-21,2012,7,WAS,23.0,27.0,NYG,NYG,-6.5,51.5,-4.0,NYG,WAS2012-10-21
615,2012-10-22,2012,7,CHI,13.0,7.0,DET,CHI,-6.5,47.0,6.0,CHI,CHI2012-10-22
615,2012-10-22,2012,7,DET,7.0,13.0,CHI,CHI,-6.5,47.0,-6.0,CHI,DET2012-10-22
616,2012-10-25,2012,8,MIN,17.0,36.0,TB,MIN,-5.5,43.0,-19.0,MIN,MIN2012-10-25
616,2012-10-25,2012,8,TB,36.0,17.0,MIN,MIN,-5.5,43.0,19.0,MIN,TB2012-10-25
625,2012-10-28,2012,8,ATL,30.0,17.0,PHI,PHI,-3.0,43.0,13.0,PHI,ATL2012-10-28
617,2012-10-28,2012,8,CAR,22.0,23.0,CHI,CHI,-7.5,41.5,-1.0,CHI,CAR2012-10-28
617,2012-10-28,2012,8,CHI,23.0,22.0,CAR,CHI,-7.5,41.5,1.0,CHI,CHI2012-10-28
618,2012-10-28,2012,8,CLE,7.0,6.0,LAC,LAC,-3.0,41.0,1.0,CLE,CLE2012-10-28
619,2012-10-28,2012,8,DAL,24.0,29.0,NYG,NYG,-2.5,48.0,-5.0,DAL,DAL2012-10-28
620,2012-10-28,2012,8,DEN,34.0,14.0,NO,DEN,-6.5,55.0,20.0,DEN,DEN2012-10-28
621,2012-10-28,2012,8,DET,28.0,24.0,SEA,DET,-3.0,42.5,4.0,DET,DET2012-10-28
622,2012-10-28,2012,8,GB,24.0,15.0,JAX,GB,-16.0,45.5,9.0,GB,GB2012-10-28
628,2012-10-28,2012,8,IND,19.0,13.0,TEN,TEN,-3.0,47.0,6.0,TEN,IND2012-10-28
622,2012-10-28,2012,8,JAX,15.0,24.0,GB,GB,-16.0,45.5,-9.0,GB,JAX2012-10-28
623,2012-10-28,2012,8,KC,16.0,26.0,OAK,KC,-1.0,42.5,-10.0,KC,KC2012-10-28
618,2012-10-28,2012,8,LAC,6.0,7.0,CLE,LAC,-3.0,41.0,-1.0,CLE,LAC2012-10-28
627,2012-10-28,2012,8,LAR,7.0,45.0,NE,NE,-7.0,46.0,-38.0,LAR,LAR2012-10-28
624,2012-10-28,2012,8,MIA,30.0,9.0,NYJ,NYJ,-1.0,39.0,21.0,NYJ,MIA2012-10-28
627,2012-10-28,2012,8,NE,45.0,7.0,LAR,NE,-7.0,46.0,38.0,LAR,NE2012-10-28
620,2012-10-28,2012,8,NO,14.0,34.0,DEN,DEN,-6.5,55.0,-20.0,DEN,NO2012-10-28
619,2012-10-28,2012,8,NYG,29.0,24.0,DAL,NYG,-2.5,48.0,5.0,DAL,NYG2012-10-28
624,2012-10-28,2012,8,NYJ,9.0,30.0,MIA,NYJ,-1.0,39.0,-21.0,NYJ,NYJ2012-10-28
623,2012-10-28,2012,8,OAK,26.0,16.0,KC,KC,-1.0,42.5,10.0,KC,OAK2012-10-28
625,2012-10-28,2012,8,PHI,17.0,30.0,ATL,PHI,-3.0,43.0,-13.0,PHI,PHI2012-10-28
626,2012-10-28,2012,8,PIT,27.0,12.0,WAS,PIT,-4.5,44.0,15.0,PIT,PIT2012-10-28
621,2012-10-28,2012,8,SEA,24.0,28.0,DET,DET,-3.0,42.5,-4.0,DET,SEA2012-10-28
628,2012-10-28,2012,8,TEN,13.0,19.0,IND,TEN,-3.0,47.0,-6.0,TEN,TEN2012-10-28
626,2012-10-28,2012,8,WAS,12.0,27.0,PIT,PIT,-4.5,44.0,-15.0,PIT,WAS2012-10-28
629,2012-10-29,2012,8,ARI,3.0,24.0,SF,SF,-7.0,38.5,-21.0,ARI,ARI2012-10-29
629,2012-10-29,2012,8,SF,24.0,3.0,ARI,SF,-7.0,38.5,21.0,ARI,SF2012-10-29
630,2012-11-01,2012,9,KC,13.0,31.0,LAC,LAC,-7.0,41.0,-18.0,LAC,KC2012-11-01
630,2012-11-01,2012,9,LAC,31.0,13.0,KC,LAC,-7.0,41.0,18.0,LAC,LAC2012-11-01
634,2012-11-04,2012,9,ARI,17.0,31.0,GB,GB,-10.5,43.5,-14.0,GB,ARI2012-11-04
631,2012-11-04,2012,9,ATL,19.0,13.0,DAL,ATL,-4.5,47.5,6.0,ATL,ATL2012-11-04
633,2012-11-04,2012,9,BAL,25.0,15.0,CLE,BAL,-3.5,44.0,10.0,CLE,BAL2012-11-04
635,2012-11-04,2012,9,BUF,9.0,21.0,HOU,HOU,-11.5,48.0,-12.0,HOU,BUF2012-11-04
642,2012-11-04,2012,9,CAR,21.0,13.0,WAS,WAS,-3.0,48.5,8.0,WAS,CAR2012-11-04
641,2012-11-04,2012,9,CHI,51.0,20.0,TEN,CHI,-5.0,43.5,31.0,TEN,CHI2012-11-04
632,2012-11-04,2012,9,CIN,23.0,31.0,DEN,DEN,-5.5,47.5,-8.0,CIN,CIN2012-11-04
633,2012-11-04,2012,9,CLE,15.0,25.0,BAL,BAL,-3.5,44.0,-10.0,CLE,CLE2012-11-04
631,2012-11-04,2012,9,DAL,13.0,19.0,ATL,ATL,-4.5,47.5,-6.0,ATL,DAL2012-11-04
632,2012-11-04,2012,9,DEN,31.0,23.0,CIN,DEN,-5.5,47.5,8.0,CIN,DEN2012-11-04
637,2012-11-04,2012,9,DET,31.0,14.0,JAX,DET,-6.0,44.0,17.0,JAX,DET2012-11-04
634,2012-11-04,2012,9,GB,31.0,17.0,ARI,GB,-10.5,43.5,14.0,GB,GB2012-11-04
635,2012-11-04,2012,9,HOU,21.0,9.0,BUF,HOU,-11.5,48.0,12.0,HOU,HOU2012-11-04
636,2012-11-04,2012,9,IND,23.0,20.0,MIA,MIA,-2.0,43.5,3.0,IND,IND2012-11-04
637,2012-11-04,2012,9,JAX,14.0,31.0,DET,DET,-6.0,44.0,-17.0,JAX,JAX2012-11-04
636,2012-11-04,2012,9,MIA,20.0,23.0,IND,MIA,-2.0,43.5,-3.0,IND,MIA2012-11-04
640,2012-11-04,2012,9,MIN,20.0,30.0,SEA,SEA,-4.0,38.5,-10.0,SEA,MIN2012-11-04
638,2012-11-04,2012,9,NYG,20.0,24.0,PIT,NYG,-3.5,47.5,-4.0,NYG,NYG2012-11-04
639,2012-11-04,2012,9,OAK,32.0,42.0,TB,LVR,-1.0,47.5,-10.0,OAK,OAK2012-11-04
638,2012-11-04,2012,9,PIT,24.0,20.0,NYG,NYG,-3.5,47.5,4.0,NYG,PIT2012-11-04
640,2012-11-04,2012,9,SEA,30.0,20.0,MIN,SEA,-4.0,38.5,10.0,SEA,SEA2012-11-04
639,2012-11-04,2012,9,TB,42.0,32.0,OAK,LVR,-1.0,47.5,10.0,OAK,TB2012-11-04
641,2012-11-04,2012,9,TEN,20.0,51.0,CHI,CHI,-5.0,43.5,-31.0,TEN,TEN2012-11-04
642,2012-11-04,2012,9,WAS,13.0,21.0,CAR,WAS,-3.0,48.5,-8.0,WAS,WAS2012-11-04
643,2012-11-05,2012,9,NO,28.0,13.0,PHI,NO,-3.0,52.0,15.0,NO,NO2012-11-05
643,2012-11-05,2012,9,PHI,13.0,28.0,NO,NO,-3.0,52.0,-15.0,NO,PHI2012-11-05
644,2012-11-08,2012,10,IND,27.0,10.0,JAX,IND,-3.5,43.5,17.0,JAX,IND2012-11-08
644,2012-11-08,2012,10,JAX,10.0,27.0,IND,IND,-3.5,43.5,-17.0,JAX,JAX2012-11-08
652,2012-11-11,2012,10,ATL,27.0,31.0,NO,ATL,-1.5,54.0,-4.0,NO,ATL2012-11-11
645,2012-11-11,2012,10,BAL,55.0,20.0,OAK,BAL,-7.5,47.5,35.0,BAL,BAL2012-11-11
651,2012-11-11,2012,10,BUF,31.0,37.0,NE,NE,-13.5,54.0,-6.0,NE,BUF2012-11-11
646,2012-11-11,2012,10,CAR,14.0,36.0,DEN,DEN,-4.0,47.0,-22.0,CAR,CAR2012-11-11
647,2012-11-11,2012,10,CHI,6.0,13.0,HOU,CHI,-1.0,40.0,-7.0,CHI,CHI2012-11-11
648,2012-11-11,2012,10,CIN,31.0,13.0,NYG,NYG,-4.5,47.5,18.0,CIN,CIN2012-11-11
653,2012-11-11,2012,10,DAL,38.0,23.0,PHI,DAL,-2.5,44.5,15.0,PHI,DAL2012-11-11
646,2012-11-11,2012,10,DEN,36.0,14.0,CAR,DEN,-4.0,47.0,22.0,CAR,DEN2012-11-11
650,2012-11-11,2012,10,DET,24.0,34.0,MIN,DET,-3.0,45.5,-10.0,MIN,DET2012-11-11
647,2012-11-11,2012,10,HOU,13.0,6.0,CHI,CHI,-1.0,40.0,7.0,CHI,HOU2012-11-11
